deviceId,flowId,state,priority,tableId,isPermanent,packets,bytes
of:0000000000000014,21110625664236127,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625623940704,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626116850401,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624580918498,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626424418532,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624655532517,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626793338469,ADDED,10,0,False,0,0
of:0000000000000014,21110627250151014,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110623944941415,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110623283651304,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625985717353,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626363668073,ADDED,10,0,False,0,0
of:0000000000000014,21110624419015274,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626118862571,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626426081260,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625876377325,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624246212976,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624895560945,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110623273974257,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624849764083,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625184065139,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110627185480052,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626742423412,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625319739124,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624563629301,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110627005497336,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110626143104249,PENDING_ADD,10,0,False,0,0
of:0000000000000014,281475223309178,ADDED,40000,0,True,167,23380
of:0000000000000014,21110623828056956,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624599820285,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110624534690941,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625874890109,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110627159333245,PENDING_ADD,10,0,False,0,0
of:0000000000000014,21110625526639358,PENDING_ADD,10,0,False,0,0
of:0000000000000015,21110624603131648,ADDED,10,0,False,0,0
of:0000000000000015,281475704108069,ADDED,5,0,True,449,44002
of:0000000000000015,21110624076837546,ADDED,10,0,False,0,0
of:0000000000000015,281475840271662,ADDED,40000,0,True,348,48720
of:0000000000000015,21110624206582976,ADDED,10,0,False,0,0
of:0000000000000015,281475117324629,ADDED,40000,0,True,348,48720
of:0000000000000015,21110627349688554,ADDED,10,0,False,0,0
of:0000000000000015,281479059210865,ADDED,40000,0,True,7797,327474
of:0000000000000012,21110625729587075,ADDED,10,0,False,1,98
of:0000000000000012,21110624214325639,ADDED,10,0,False,1,98
of:0000000000000012,21110627082197531,ADDED,10,0,False,1,98
of:0000000000000012,281476897123366,ADDED,5,0,True,444,43512
of:0000000000000012,281476245399851,ADDED,40000,0,True,176,24640
of:0000000000000012,281479044310836,ADDED,40000,0,True,4247,178374
of:0000000000000012,21110627351580598,ADDED,10,0,False,1,98
of:0000000000000012,281478861190329,ADDED,40000,0,True,176,24640
of:0000000000000012,21110625043184314,ADDED,10,0,False,1,98
of:0000000000000012,21110626863860428,ADDED,10,0,False,1,98
of:0000000000000012,21110623981131597,ADDED,10,0,False,1,98
of:0000000000000012,21110626408916819,ADDED,10,0,False,1,98
of:0000000000000012,21110626490396130,ADDED,10,0,False,1,98
of:0000000000000012,21110623795316966,ADDED,10,0,False,1,98
of:0000000000000012,21110627284105964,ADDED,10,0,False,1,98
of:0000000000000012,21110625448860909,ADDED,10,0,False,1,98
of:0000000000000012,21110627200105715,ADDED,10,0,False,1,98
of:0000000000000012,21110624936030325,ADDED,10,0,False,1,98
of:0000000000000013,21110624882957187,ADDED,10,0,False,1,98
of:0000000000000013,281475270889989,ADDED,40000,0,True,10706,449652
of:0000000000000013,281478968414341,ADDED,40000,0,True,536,75040
of:0000000000000013,21110623427586565,ADDED,10,0,False,1,98
of:0000000000000013,21110625499686151,ADDED,10,0,False,1,98
of:0000000000000013,21110627078629132,ADDED,10,0,False,1,98
of:0000000000000013,281477862700812,ADDED,5,0,True,2221,217658
of:0000000000000013,21110625685453462,ADDED,10,0,False,1,98
of:0000000000000013,21110623266498331,ADDED,10,0,False,1,98
of:0000000000000013,21110626264173091,ADDED,10,0,False,1,98
of:0000000000000013,21110624946596388,ADDED,10,0,False,1,98
of:0000000000000013,21110625445777702,ADDED,10,0,False,1,98
of:0000000000000013,21110627397048233,ADDED,10,0,False,1,98
of:0000000000000013,21110627170653610,ADDED,10,0,False,1,98
of:0000000000000013,21110623949603631,ADDED,10,0,False,1,98
of:0000000000000013,21110624649210676,ADDED,10,0,False,1,98
of:0000000000000013,21110624980706493,ADDED,10,0,False,1,98
of:0000000000000013,21110626830424641,ADDED,10,0,False,1,98
of:0000000000000013,21110626074553026,ADDED,10,0,False,1,98
of:0000000000000013,21110627345055172,ADDED,10,0,False,1,98
of:0000000000000013,21110625125273043,ADDED,10,0,False,1,98
of:0000000000000013,21110623740484182,ADDED,10,0,False,1,98
of:0000000000000013,21110626994221270,ADDED,10,0,False,1,98
of:0000000000000013,21110625235846874,ADDED,10,0,False,1,98
of:0000000000000013,21110623942937693,ADDED,10,0,False,1,98
of:0000000000000013,21110624523114976,ADDED,10,0,False,1,98
of:0000000000000013,21110626026537442,ADDED,10,0,False,1,98
of:0000000000000013,21110623607299061,ADDED,10,0,False,1,98
of:0000000000000013,21110627037208181,ADDED,10,0,False,1,98
of:0000000000000013,281476561938424,ADDED,40000,0,True,536,75040
of:0000000000000013,21110625174283517,ADDED,10,0,False,1,98
of:0000000000000018,281477274880654,ADDED,5,0,True,218,21364
of:0000000000000018,281479230835604,ADDED,40000,0,True,3861,162162
of:0000000000000018,281479084116011,ADDED,40000,0,True,173,24220
of:0000000000000018,281478167349489,ADDED,40000,0,True,173,24220
of:0000000000000019,21110626820932741,ADDED,10,0,False,0,0
of:0000000000000019,21110624544506784,ADDED,10,0,False,0,0
of:0000000000000019,21110624516418727,ADDED,10,0,False,0,0
of:0000000000000019,281478200278055,ADDED,40000,0,True,8029,337218
of:0000000000000019,21110626127072809,ADDED,10,0,False,0,0
of:0000000000000019,21110626016365359,ADDED,10,0,False,0,0
of:0000000000000019,281475250012722,ADDED,40000,0,True,522,73080
of:0000000000000019,21110624841885492,ADDED,10,0,False,0,0
of:0000000000000019,21110625424469436,ADDED,10,0,False,0,0
of:0000000000000019,21110626972553411,ADDED,10,0,False,0,0
of:0000000000000019,281476777783664,ADDED,40000,0,True,522,73080
of:0000000000000019,281479207755895,ADDED,5,0,True,1579,154742
of:0000000000000019,21110626077730938,ADDED,10,0,False,0,0
of:0000000000000019,21110623518854650,ADDED,10,0,False,0,0
of:0000000000000019,21110627122402043,ADDED,10,0,False,0,0
of:0000000000000016,21110623869854850,ADDED,10,0,False,0,0
of:0000000000000016,281475927427600,ADDED,40000,0,True,351,49140
of:0000000000000016,281478089159698,ADDED,40000,0,True,351,49140
of:0000000000000016,21110627533218458,ADDED,10,0,False,0,0
of:0000000000000016,21110624169458730,ADDED,10,0,False,0,0
of:0000000000000016,281478830750892,ADDED,40000,0,True,9519,399798
of:0000000000000016,21110623491669169,ADDED,10,0,False,0,0
of:0000000000000016,21110625539324250,ADDED,10,0,False,0,0
of:0000000000000016,21110624079469803,ADDED,10,0,False,0,0
of:0000000000000016,281475487000959,ADDED,5,0,True,1472,144256
of:0000000000000017,281477103634836,ADDED,40000,0,True,348,48720
of:0000000000000017,281476355908397,ADDED,5,0,True,378,37044
of:0000000000000017,281476790595914,ADDED,40000,0,True,348,48720
of:0000000000000017,281478768210403,ADDED,40000,0,True,7669,322098
of:000000000000001a,281476642860420,ADDED,40000,0,True,174,24360
of:000000000000001a,281477131397937,ADDED,40000,0,True,3881,163002
of:000000000000001a,281479026586570,ADDED,40000,0,True,174,24360
of:000000000000001a,281476953913582,ADDED,5,0,True,222,21756
of:000000000000001d,281476918685324,ADDED,5,0,True,374,36652
of:000000000000001d,281479097358608,ADDED,40000,0,True,356,49840
of:000000000000001d,281478830341908,ADDED,40000,0,True,356,49840
of:000000000000001d,281477978640941,ADDED,40000,0,True,7673,322266
of:000000000000001e,281477765243138,ADDED,40000,0,True,178,24920
of:000000000000001e,281477631819530,ADDED,5,0,True,220,21560
of:000000000000001e,281477686953995,ADDED,40000,0,True,178,24920
of:000000000000001e,281478294261333,ADDED,40000,0,True,3875,162750
of:000000000000001b,281475782825498,ADDED,40000,0,True,5745,241290
of:000000000000001b,281478902367899,ADDED,5,0,True,277,27146
of:000000000000001b,281475895902905,ADDED,40000,0,True,358,50120
of:000000000000001b,281478244541011,ADDED,40000,0,True,358,50120
of:000000000000001c,21110625625940611,ADDED,10,0,False,0,0
of:000000000000001c,281475617702203,ADDED,40000,0,True,5571,233982
of:000000000000001c,281475459677636,ADDED,40000,0,True,350,49000
of:000000000000001c,21110626754091724,ADDED,10,0,False,0,0
of:000000000000001c,281479193788631,ADDED,5,0,True,1253,122794
of:000000000000001c,281477601266138,ADDED,40000,0,True,350,49000
of:000000000000001f,281475759888516,ADDED,40000,0,True,522,73080
of:000000000000001f,281475726896390,ADDED,40000,0,True,522,73080
of:000000000000001f,281475178856074,ADDED,40000,0,True,7490,314580
of:000000000000001f,281476796775232,ADDED,5,0,True,1321,129458
of:0000000000000021,281478852758079,ADDED,40000,0,True,350,49000
of:0000000000000021,281476695380451,ADDED,5,0,True,385,37730
of:0000000000000021,281478234255227,ADDED,40000,0,True,350,49000
of:0000000000000021,281476495003517,ADDED,40000,0,True,5870,246540
of:0000000000000022,281476228494630,ADDED,40000,0,True,360,50400
of:0000000000000022,281476012256180,ADDED,40000,0,True,360,50400
of:0000000000000022,281476743347389,ADDED,5,0,True,1078,105644
of:0000000000000022,281477411547077,ADDED,40000,0,True,7060,296520
of:0000000000000020,281477638130057,ADDED,40000,0,True,180,25200
of:0000000000000020,281475442396938,ADDED,5,0,True,224,21952
of:0000000000000020,281475875462815,ADDED,40000,0,True,3863,162246
of:0000000000000020,281475466605130,ADDED,40000,0,True,180,25200
of:0000000000000003,281478170942982,ADDED,5,0,True,774,75852
of:0000000000000003,281476661728682,ADDED,40000,0,True,363,50457
of:0000000000000003,281477764386537,ADDED,40000,0,True,8288,348096
of:0000000000000003,281476156249461,ADDED,40000,0,True,363,50457
of:0000000000000025,281475869840162,ADDED,40000,0,True,534,74760
of:0000000000000025,281478376930340,ADDED,40000,0,True,534,74760
of:0000000000000025,281476328715731,ADDED,40000,0,True,5874,246708
of:0000000000000025,281478779240673,ADDED,5,0,True,1505,147490
of:0000000000000004,281475616213265,ADDED,40000,0,True,357,49623
of:0000000000000004,281475265228006,ADDED,40000,0,True,6302,264684
of:0000000000000004,281477141311986,ADDED,5,0,True,1729,169442
of:0000000000000004,281476729151998,ADDED,40000,0,True,357,49623
of:0000000000000026,281476405536394,ADDED,40000,0,True,180,25200
of:0000000000000026,281475865577233,ADDED,40000,0,True,3855,161910
of:0000000000000026,281476304594726,ADDED,40000,0,True,180,25200
of:0000000000000026,281476120758902,ADDED,5,0,True,218,21364
of:0000000000000001,281478909873038,ADDED,40000,0,True,4513,189546
of:0000000000000001,281477466379610,ADDED,40000,0,True,352,49015
of:0000000000000001,281475012051420,ADDED,5,0,True,1733,169834
of:0000000000000001,281477029321583,ADDED,40000,0,True,352,49015
of:0000000000000023,281479184987138,ADDED,5,0,True,384,37632
of:0000000000000023,281475528272412,ADDED,40000,0,True,353,49420
of:0000000000000023,281478493419248,ADDED,40000,0,True,353,49420
of:0000000000000023,281475147709563,ADDED,40000,0,True,5841,245322
of:0000000000000002,281478316350853,ADDED,40000,0,True,4253,178626
of:0000000000000002,281478673389323,ADDED,40000,0,True,181,25159
of:0000000000000002,281475022575828,ADDED,40000,0,True,180,25020
of:0000000000000002,281475568191580,ADDED,5,0,True,445,43610
of:0000000000000024,281478953681054,ADDED,40000,0,True,176,24640
of:0000000000000024,281477081560869,ADDED,40000,0,True,176,24640
of:0000000000000024,281479171398449,ADDED,5,0,True,221,21658
of:0000000000000024,281477840815926,ADDED,40000,0,True,3871,162582
of:0000000000000007,281475652364572,ADDED,5,0,True,2476,242648
of:0000000000000007,281478438392611,ADDED,40000,0,True,9250,388500
of:0000000000000007,281476350262333,ADDED,40000,0,True,537,74732
of:0000000000000007,281475000925130,ADDED,40000,0,True,537,74732
of:0000000000000008,281476059291414,ADDED,40000,0,True,4213,176946
of:0000000000000008,281476101349656,ADDED,40000,0,True,178,24742
of:0000000000000008,21110626165501980,ADDED,10,0,False,0,0
of:0000000000000008,281476270708671,ADDED,40000,0,True,178,24742
of:0000000000000008,21110627390723908,ADDED,10,0,False,0,0
of:0000000000000008,281476010895837,ADDED,5,0,True,427,41846
of:0000000000000005,281478762460478,ADDED,40000,0,True,6403,268926
of:0000000000000005,281478211273411,ADDED,40000,0,True,351,48789
of:0000000000000005,281475117841124,ADDED,5,0,True,702,68796
of:0000000000000005,281478979269874,ADDED,40000,0,True,351,48789
of:0000000000000027,281475549643265,ADDED,5,0,True,241,23618
of:0000000000000027,281478240750341,ADDED,40000,0,True,5681,238602
of:0000000000000027,281476381430156,ADDED,40000,0,True,262,36680
of:0000000000000027,281478207123007,ADDED,40000,0,True,262,36680
of:0000000000000006,281475738574217,ADDED,40000,0,True,174,24186
of:0000000000000006,281476873293724,ADDED,40000,0,True,174,24186
of:0000000000000006,281475411377083,ADDED,40000,0,True,4213,176946
of:0000000000000006,281478888449605,ADDED,5,0,True,437,42826
of:0000000000000028,281475035788292,ADDED,5,0,True,1469,143962
of:0000000000000028,281476335729938,ADDED,40000,0,True,272,37988
of:0000000000000028,281478293120181,ADDED,40000,0,True,272,37988
of:0000000000000028,281476991775860,ADDED,40000,0,True,4083,171486
of:0000000000000009,281478887649794,ADDED,40000,0,True,351,48965
of:0000000000000009,281474993990194,ADDED,5,0,True,780,76440
of:0000000000000009,281476295891648,ADDED,40000,0,True,351,48965
of:0000000000000009,281479019932926,ADDED,40000,0,True,6530,274260
